angleToTrackAxis,trackPosition,11Sensor,rxSensor,ctrSensor,sxSensor,7Sensor,xSpeed,ySpeed,class
-0.074228,-0.000015,0.187986,0.224730,0.265756,0.318594,0.401470,0.337310,-0.013666,0
-0.086547,0.002071,0.218059,0.256982,0.314146,0.408011,0.099104,0.331615,-0.000440,0
-0.060140,0.003832,0.198585,0.233360,0.285261,0.370477,0.534090,0.328020,0.000184,0
-0.033165,0.004948,0.178830,0.209998,0.256688,0.333340,0.480474,0.324292,0.000131,0
-0.004290,0.005423,0.157931,0.185466,0.226719,0.294456,0.424522,0.320302,0.000073,0
0.016076,0.005276,0.143892,0.170367,0.210743,0.278988,0.417294,0.316575,0.000967,2
0.032799,0.004735,0.133143,0.159769,0.201625,0.276042,0.442869,0.312963,0.000986,2
0.043469,0.003805,0.128310,0.158327,0.208751,0.309762,0.609160,0.309000,0.000498,0
0.067837,0.002560,0.112313,0.138743,0.183266,0.272925,0.542420,0.306705,0.000001,1
0.082909,0.000696,0.095185,0.117710,0.155755,0.232754,0.467353,0.305806,0.000949,5
0.074348,-0.001042,0.084645,0.106522,0.145139,0.230429,0.569330,0.311535,0.001065,5
0.059283,-0.002644,0.078146,0.102126,0.148975,0.279161,1.000000,0.310928,0.000127,0
0.057286,-0.003966,0.065187,0.085692,0.126415,0.244444,1.000000,0.307232,0.000918,2
0.047946,-0.005118,0.057312,0.077694,0.122012,0.289157,1.000000,0.303406,0.000984,2
0.038190,-0.006107,0.050299,0.070957,0.121986,0.446438,1.000000,0.299440,0.000918,2
0.021355,-0.006675,0.052110,0.081103,0.185999,1.000000,0.583100,0.295583,-0.000061,1
0.021348,-0.007166,0.044413,0.069125,0.158559,1.000000,0.600170,0.293378,0.000001,1
0.014394,-0.007579,0.041646,0.068723,0.200824,1.000000,0.511210,0.297234,0.001040,5
0.005914,-0.007777,0.043436,0.078903,0.448665,0.971330,0.429202,0.302583,0.001088,1
0.002387,-0.007874,0.044048,0.084270,1.000000,0.841175,0.403147,0.309720,0.001046,5
-0.006646,-0.007803,0.053821,0.124170,1.000000,0.618550,0.343836,0.316315,0.000867,5
-0.013751,-0.007508,0.071356,0.212128,1.000000,0.504665,0.303936,0.323977,-0.000032,1
-0.013833,-0.007177,0.081003,0.241742,1.000000,0.494147,0.297839,0.332237,-0.000011,1
-0.013761,-0.006814,0.091254,0.271405,1.000000,0.484543,0.291846,0.341539,-0.000006,1
-0.013844,-0.006440,0.102164,0.305053,1.000000,0.472833,0.285022,0.350791,-0.000004,1
-0.013856,-0.006081,0.112507,0.336133,1.000000,0.462366,0.278745,0.359534,-0.000048,1
-0.013898,-0.005711,0.123247,0.368960,1.000000,0.451281,0.272173,0.365966,-0.000004,1
-0.013920,-0.005315,0.134691,0.403654,1.000000,0.439680,0.265233,0.362525,-0.000004,1
-0.010806,-0.004966,0.134715,0.354197,1.000000,0.464149,0.271163,0.362738,-0.000691,6
-0.005650,-0.004786,0.125228,0.281500,1.000000,0.528955,0.290145,0.369194,-0.000000,1
-0.005785,-0.004630,0.129323,0.291708,1.000000,0.521270,0.286457,0.376635,-0.000034,1
-0.005783,-0.004459,0.133420,0.300928,1.000000,0.515235,0.283133,0.375400,0.000004,1
-0.005790,-0.004291,0.137501,0.310187,1.000000,0.509120,0.279799,0.371786,-0.000012,1
-0.005828,-0.004133,0.141405,0.319303,1.000000,0.502940,0.276543,0.368919,-0.000004,1
-0.005929,-0.003963,0.145807,0.330101,1.000000,0.495384,0.272763,0.378092,-0.000049,1
-0.004824,-0.003802,0.146442,0.322572,1.000000,0.506235,0.274507,0.401126,0.000352,1
-0.000140,-0.003691,0.136580,0.272814,1.000000,0.586135,0.294932,0.426752,0.000167,6
0.004426,-0.003786,0.124395,0.230719,0.993620,0.705330,0.323235,0.452969,0.000397,1
0.005801,-0.003963,0.118173,0.214995,0.927785,0.759010,0.336360,0.482424,0.000504,1
0.005769,-0.004169,0.114203,0.207863,0.885005,0.769075,0.341099,0.510457,0.000153,1
0.005606,-0.004378,0.110391,0.201371,0.842415,0.778930,0.345022,0.520629,0.000348,1
0.006214,-0.004610,0.104825,0.189654,0.783760,1.000000,0.354849,0.539957,0.000757,1
0.006319,-0.004846,0.100048,0.180759,0.734435,0.953990,0.361371,0.558710,0.000669,1
0.006132,-0.005088,0.095654,0.173252,0.687820,0.896860,0.365858,0.577790,0.000905,1
0.006535,-0.005336,0.090229,0.162556,0.631650,0.834500,0.374921,0.596505,0.001238,1
0.006299,-0.005595,0.085537,0.154582,0.582150,0.773550,0.379443,0.615733,0.001114,1
0.006177,-0.005845,0.080853,0.146356,0.529615,0.709630,0.384563,0.635138,0.001715,1
0.006168,-0.006115,0.075614,0.136888,0.470427,0.637995,0.391043,0.654314,0.001738,0
0.006003,-0.006380,0.070642,0.128171,0.412259,0.565935,0.696395,0.640000,0.001777,3
0.006372,-0.006612,0.065709,0.118635,0.355978,0.497695,0.616335,0.611500,0.002309,3
0.006753,-0.006859,0.060563,0.108799,0.299286,0.427379,0.535310,0.581652,0.002381,3
0.007717,-0.007093,0.055198,0.097950,0.244860,0.359525,0.459019,0.502300,0.004046,3
0.002840,-0.007234,0.056858,0.108001,0.225693,0.325202,0.418459,0.443999,0.002212,2
-0.010327,-0.007087,0.077133,0.147852,0.232416,0.319237,0.410414,0.439199,0.001257,2
-0.014292,-0.006622,0.089495,0.139512,0.206639,0.283275,0.367929,0.435100,0.001755,0
-0.014420,-0.006095,0.081412,0.116174,0.167153,0.232131,0.306646,0.431077,0.001694,0
-0.004793,-0.005709,0.071778,0.098227,0.138618,0.194239,0.262017,0.427106,0.001920,2
0.005093,-0.005672,0.065381,0.087937,0.123011,0.173356,0.239116,0.422730,0.001798,2
0.013392,-0.005958,0.057055,0.076170,0.106669,0.152525,0.220335,0.417564,0.003262,2
-0.028235,-0.005879,0.090802,0.128707,0.192657,0.316421,0.422552,0.409357,-0.006511,2
-0.057753,-0.004555,0.162972,0.265921,0.364423,0.456232,0.542795,0.402736,-0.003612,1
-0.036457,-0.003157,0.162151,0.244749,0.330147,0.415035,0.497794,0.401057,0.001438,1
-0.013327,-0.002342,0.157113,0.220600,0.293470,0.370701,0.448993,0.399263,0.001469,1
0.002339,-0.002212,0.146590,0.197362,0.259581,0.329382,0.403039,0.404909,0.001533,1
0.001871,-0.002239,0.132299,0.172794,0.224976,0.286897,0.355288,0.420085,0.001601,1
-0.002643,-0.002225,0.117747,0.150339,0.193856,0.248132,0.310959,0.427188,0.001908,2
-0.001466,-0.002038,0.110557,0.139639,0.179002,0.229258,0.288913,0.423320,0.001659,2
0.008527,-0.002128,0.101352,0.127133,0.162597,0.209043,0.265709,0.418899,0.003234,2
-0.033971,-0.001895,0.147110,0.188327,0.240213,0.301000,0.367827,0.410996,-0.006441,2
-0.074983,-0.000300,0.227324,0.282038,0.343804,0.410092,0.147849,0.403867,-0.008562,1
-0.053664,0.001586,0.208787,0.255608,0.310253,0.370900,0.435370,0.402948,0.001187,1
-0.031163,0.002863,0.188221,0.227810,0.275451,0.330165,0.390221,0.401897,0.001270,1
-0.006868,0.003493,0.165267,0.197941,0.238417,0.286625,0.341523,0.408860,0.001134,1
0.016834,0.003369,0.142021,0.168595,0.202371,0.244045,0.293403,0.424230,0.001219,1
0.036934,0.002445,0.119700,0.141344,0.169497,0.205410,0.249642,0.429366,0.001074,2
0.047922,0.001141,0.102893,0.121558,0.146322,0.178772,0.219997,0.424500,0.000886,2
0.054518,-0.000575,0.086142,0.102325,0.124342,0.154130,0.193332,0.419109,0.002591,2
0.002528,-0.001675,0.110680,0.138694,0.176541,0.225040,0.283036,0.409033,-0.012417,2
-0.047902,-0.001252,0.173170,0.219522,0.275454,0.339474,0.444564,0.397394,-0.014012,0
-0.031805,-0.000168,0.161848,0.202076,0.251851,0.311347,0.417308,0.394134,0.000944,2
-0.021151,0.000663,0.156727,0.193342,0.239134,0.299471,0.469337,0.390523,0.000761,2
-0.012991,0.001172,0.152211,0.186300,0.229872,0.300966,0.794775,0.386700,0.002386,2
-0.061924,0.002070,0.232849,0.351231,0.668355,0.462791,0.121514,0.378830,-0.005357,0
-0.050324,0.003752,0.249994,0.740010,0.557680,0.358956,0.104323,0.375126,0.000048,0
-0.027596,0.004890,0.243750,0.696610,0.522565,0.343494,0.156912,0.371682,0.000078,0
-0.004771,0.005359,0.242604,0.653430,0.487856,0.326247,0.183191,0.368982,0.000034,1
0.017987,0.005169,0.250541,0.610415,0.453519,0.307765,0.189466,0.366867,0.000010,1
0.036528,0.004408,0.282878,0.570135,0.421573,0.289526,0.188197,0.366109,0.000014,1
0.036607,0.003421,0.679405,0.529580,0.389640,0.270501,0.182931,0.373942,0.000008,1
0.029795,0.002391,0.627660,0.483720,0.353707,0.248132,0.173482,0.390316,-0.000074,1
0.017771,0.001648,0.571485,0.434346,0.315300,0.223343,0.160499,0.406984,-0.000108,1
0.016027,0.001187,0.566990,0.431854,0.315203,0.225338,0.163619,0.414732,-0.000078,4
0.029340,0.000508,0.641310,0.502185,0.376989,0.274386,0.199327,0.409872,0.000465,4
0.039519,-0.000537,0.164551,0.561970,0.432943,0.322781,0.237761,0.405174,0.001777,0
0.027777,-0.001589,0.190347,0.516245,0.396141,0.297132,0.222870,0.401050,-0.000014,1
0.015858,-0.002272,0.597445,0.469751,0.358904,0.270693,0.206185,0.398017,-0.000029,1
0.004722,-0.002572,0.547470,0.426196,0.324235,0.245722,0.189504,0.395280,-0.000047,1
-0.006368,-0.002548,0.496920,0.382571,0.289734,0.220563,0.171970,0.398445,-0.000045,1
-0.018218,-0.002159,0.441675,0.335436,0.252703,0.193228,0.152222,0.412928,-0.000027,1
-0.030900,-0.001351,0.381025,0.284530,0.213101,0.163708,0.130267,0.430608,-0.000102,1
-0.033582,-0.000223,0.356722,0.261804,0.193364,0.147288,0.116707,0.428521,0.000234,4
-0.032731,0.000817,0.346513,0.249931,0.181412,0.136337,0.107054,0.423800,0.000199,4
-0.013606,0.001748,0.416425,0.300252,0.212134,0.152840,0.115178,0.417569,0.000344,4
0.002777,0.001773,0.494437,0.365504,0.260064,0.184273,0.134968,0.411765,0.000773,4
0.007608,0.001660,0.519710,0.387994,0.278005,0.197005,0.143479,0.411732,-0.000357,6
0.018657,0.001259,0.579730,0.443152,0.324194,0.231541,0.167422,0.414144,0.001450,0
0.008519,0.000843,0.532690,0.402419,0.292919,0.210921,0.155436,0.409814,-0.000139,0
0.003111,0.000695,0.507700,0.381084,0.276790,0.200255,0.148974,0.410096,-0.000338,6
0.003614,0.000591,0.511230,0.384521,0.279890,0.202822,0.150996,0.413158,-0.000089,6
-0.002841,0.000578,0.480427,0.358107,0.259658,0.188935,0.141970,0.409627,-0.000642,4
-0.001789,0.000649,0.484647,0.361434,0.261890,0.190184,0.142562,0.404994,-0.000088,4
0.000717,0.000679,0.496300,0.371296,0.269297,0.195142,0.145690,0.400313,-0.001460,4
0.008056,0.000412,0.534745,0.405723,0.297295,0.215762,0.160106,0.395412,0.000074,1
-0.002875,0.000334,0.482933,0.361139,0.262955,0.192121,0.144809,0.392624,-0.000278,1
-0.014427,0.000591,0.426865,0.313562,0.226674,0.166708,0.127464,0.389639,-0.000316,1
-0.025157,0.001147,0.373175,0.268755,0.192871,0.142659,0.110357,0.390675,-0.000307,4
-0.026252,0.001935,0.357951,0.253548,0.179175,0.131162,0.100887,0.387039,-0.000677,4
-0.025208,0.002646,0.352465,0.245906,0.170790,0.123286,0.093950,0.382904,-0.000576,4
-0.005820,0.003211,0.434943,0.308598,0.210671,0.145461,0.105714,0.377756,0.000607,0
-0.012424,0.003451,0.399665,0.278495,0.188329,0.130546,0.095871,0.373632,-0.000971,4
-0.011882,0.003787,0.397643,0.275044,0.184036,0.126324,0.092157,0.369559,-0.000790,4
-0.010791,0.004094,0.398833,0.274161,0.181577,0.123301,0.089248,0.365516,-0.000852,4
0.020251,0.004064,0.680535,0.423457,0.287841,0.191102,0.129128,0.360137,-0.001938,4
0.071894,0.002663,0.146059,0.255213,0.628260,0.437672,0.294757,0.352723,0.003151,0
0.061844,0.000842,0.136100,0.445138,0.595170,0.421803,0.285287,0.349617,-0.000383,0
0.044550,-0.000522,0.148628,0.484543,0.590060,0.356235,0.250999,0.346573,-0.000595,0
0.034778,-0.001533,0.154424,0.463659,0.560385,0.337990,0.238628,0.344079,-0.000439,1
0.024575,-0.002338,0.177423,0.439694,0.528250,0.319838,0.225792,0.342020,-0.000432,1
0.015008,-0.002843,0.235688,0.416875,0.498331,0.303963,0.213808,0.340275,-0.000435,1
0.005497,-0.003108,0.280862,0.393484,0.468319,0.296558,0.201977,0.342280,-0.000420,1
-0.003174,-0.003142,0.275821,0.365661,0.434568,0.493463,0.192248,0.363357,-0.000206,1
-0.013377,-0.002908,0.262194,0.334858,0.396952,0.452299,0.180745,0.389704,-0.000432,1
-0.024759,-0.002354,0.247142,0.306673,0.361881,0.413221,0.167036,0.415145,-0.000396,1
-0.034161,-0.001415,0.225854,0.274563,0.322901,0.369905,0.163714,0.441691,-0.000288,0
-0.034082,-0.000260,0.201588,0.240643,0.281798,0.323779,0.365536,0.434450,-0.000451,0
-0.034012,0.000807,0.177520,0.209081,0.243933,0.281077,0.319473,0.427907,-0.000161,0
-0.036306,0.001873,0.154698,0.180176,0.209391,0.241798,0.276604,0.421317,0.000528,2
-0.013850,0.002704,0.139107,0.160663,0.185945,0.214761,0.246601,0.414860,-0.000333,2
0.014735,0.002680,0.120528,0.138384,0.159833,0.185016,0.213748,0.408218,-0.000408,2
0.002901,0.002230,0.124762,0.144106,0.167230,0.194155,0.224548,0.399145,-0.002818,2
-0.018482,0.002484,0.141003,0.163210,0.189184,0.218676,0.251117,0.387743,-0.004886,0
0.011630,0.002533,0.121402,0.139634,0.161517,0.187163,0.216349,0.381666,-0.000049,2
0.036174,0.001869,0.103806,0.118962,0.137560,0.159972,0.186297,0.376223,0.000074,2
0.045490,0.000657,0.091527,0.105282,0.122468,0.143614,0.168990,0.370195,0.001778,2
-0.012193,-0.000042,0.118837,0.140315,0.166230,0.196413,0.235245,0.356051,-0.012808,2
-0.032392,0.000447,0.137622,0.162213,0.193606,0.242104,0.326335,0.345825,-0.003930,0
-0.002891,0.000870,0.119177,0.139326,0.167317,0.211396,0.290002,0.340820,0.000336,2
0.019773,0.000652,0.104115,0.122281,0.149505,0.194223,0.280154,0.336017,0.000175,2
0.037036,-0.000062,0.091417,0.109322,0.137250,0.186244,0.293106,0.331597,0.002490,2
-0.004007,-0.000560,0.139818,0.205712,0.341582,0.430136,0.498553,0.322735,0.001161,0
0.001277,-0.000390,0.188397,0.306595,0.391155,0.458149,0.249898,0.317451,-0.000540,0
0.005709,-0.000524,0.185778,0.287866,0.363617,0.426959,0.482585,0.313344,-0.000400,0
0.005687,-0.000672,0.182927,0.267185,0.334547,0.393935,0.447561,0.309323,-0.000396,1
0.005656,-0.000809,0.180061,0.247427,0.307606,0.363200,0.414788,0.306513,-0.000343,1
0.005646,-0.000950,0.172068,0.226005,0.279107,0.330559,0.379785,0.303598,-0.000250,1
0.005819,-0.001091,0.159855,0.203796,0.250232,0.297380,0.343995,0.310238,-0.000143,1
0.007262,-0.001251,0.143096,0.178442,0.218143,0.260522,0.304078,0.330701,0.000179,1
0.007763,-0.001442,0.125881,0.154162,0.187520,0.224908,0.264979,0.353336,-0.000084,1
0.007100,-0.001654,0.106008,0.127707,0.154470,0.186094,0.221762,0.363554,-0.000032,0
0.014917,-0.001871,0.088118,0.104998,0.126519,0.153114,0.184605,0.358529,0.000567,2
0.035980,-0.002525,0.072973,0.086502,0.104210,0.126929,0.155023,0.353513,0.000664,2
0.054823,-0.003693,0.056992,0.067425,0.081487,0.100313,0.124845,0.348566,0.002061,2
0.022652,-0.004834,0.059329,0.073182,0.092329,0.117940,0.150211,0.340096,0.000016,2
-0.024578,-0.004734,0.086992,0.110601,0.140872,0.177113,0.217730,0.329055,-0.005380,0
-0.001396,-0.004434,0.074942,0.093535,0.118240,0.149362,0.186069,0.324463,0.000792,2
0.017113,-0.004601,0.063888,0.078874,0.099341,0.126251,0.159535,0.320286,0.000787,2
0.024361,-0.005161,0.055618,0.068881,0.087453,0.112655,0.144804,0.315378,0.004183,2
-0.030779,-0.005112,0.087662,0.112758,0.144767,0.182661,0.224607,0.305521,0.002616,2
-0.052500,-0.003998,0.118200,0.148066,0.183478,0.223046,0.265160,0.298773,-0.000536,2
-0.034933,-0.003035,0.111579,0.137374,0.168684,0.204698,0.244097,0.295109,0.000839,2
-0.016555,-0.002421,0.102952,0.125104,0.152578,0.185098,0.221725,0.291256,0.001042,2
-0.017635,-0.002067,0.106721,0.129092,0.156635,0.189053,0.225434,0.286584,0.006550,2
-0.046294,-0.001180,0.137123,0.164479,0.196362,0.231943,0.270110,0.281122,-0.000350,0
-0.020844,-0.000493,0.121657,0.144544,0.172014,0.203735,0.238915,0.277818,-0.000010,0
0.006382,-0.000338,0.104654,0.123251,0.146215,0.173709,0.205396,0.275292,-0.000002,1
0.031645,-0.000720,0.088359,0.103303,0.122211,0.145628,0.173696,0.273515,-0.000003,1
0.054257,-0.001652,0.072159,0.083951,0.099219,0.118775,0.143209,0.272709,0.002312,2
0.061938,-0.002753,0.061646,0.071973,0.085615,0.103543,0.126605,0.269486,0.002215,2
0.068432,-0.003983,0.050771,0.059583,0.071506,0.087678,0.109263,0.266555,0.003558,2
0.031135,-0.004944,0.054959,0.067376,0.084678,0.108220,0.138584,0.258346,0.009310,2
-0.048160,-0.004583,0.108191,0.137393,0.172648,0.213900,0.278418,0.246611,0.011856,0
-0.040030,-0.003685,0.109833,0.136856,0.169644,0.213175,0.289462,0.242395,0.001138,2
-0.025318,-0.003045,0.103865,0.127707,0.157301,0.201225,0.282161,0.237645,0.001102,2
-0.010811,-0.002686,0.096728,0.117770,0.145235,0.189760,0.276690,0.232905,0.001792,2
-0.028021,-0.002305,0.112494,0.140758,0.189923,0.295318,0.587315,0.227349,0.010255,2
-0.076890,-0.001077,0.225091,0.608010,0.517315,0.397048,0.204326,0.220960,0.001087,0
-0.055975,0.000056,0.223471,0.584330,0.496246,0.383441,0.206462,0.217633,0.000000,1
-0.037286,0.000744,0.221454,0.564260,0.478583,0.372101,0.209037,0.216005,0.000001,1
-0.015790,0.001191,0.219232,0.541435,0.458524,0.358749,0.211876,0.214421,0.000004,1
0.005831,0.001275,0.218082,0.517380,0.437202,0.343611,0.213367,0.225162,0.000000,1
0.005212,0.001169,0.220738,0.489951,0.412347,0.324303,0.210254,0.253370,-0.000165,1
0.002514,0.001085,0.233262,0.455645,0.380914,0.298830,0.201553,0.289055,-0.000335,1
-0.000161,0.001046,0.483571,0.415526,0.344896,0.270614,0.191914,0.330327,-0.000588,1
-0.002719,0.001063,0.437988,0.373722,0.308015,0.242222,0.178730,0.371545,-0.000942,1
-0.003768,0.001136,0.390894,0.330443,0.270896,0.214476,0.164115,0.384568,-0.000918,1
-0.006149,0.001263,0.337509,0.281720,0.229328,0.182630,0.143647,0.411993,-0.001258,1
-0.006851,0.001442,0.286595,0.236132,0.191144,0.153296,0.123239,0.437630,-0.001012,0
-0.002183,0.001584,0.244404,0.198983,0.160390,0.129399,0.105601,0.430615,-0.000659,4
-0.019399,0.001930,0.212571,0.170960,0.136992,0.110683,0.090972,0.423470,-0.000477,4
-0.025786,0.002700,0.195372,0.154918,0.122716,0.098412,0.080592,0.416721,-0.001161,4
0.027764,0.002963,0.411052,0.259507,0.190665,0.149628,0.118031,0.403279,0.016297,4
0.053827,0.002006,1.000000,0.752550,0.331074,0.213258,0.158174,0.393450,0.008979,4
0.036643,0.000660,0.531430,1.000000,0.384724,0.223924,0.158772,0.388488,-0.001095,4
0.012606,-0.000141,0.478797,1.000000,0.399053,0.219919,0.152585,0.383500,-0.000818,0
-0.006660,-0.000223,0.372324,1.000000,0.502585,0.237452,0.156226,0.377853,-0.001285,4
-0.014172,0.000079,0.291525,0.884460,0.835945,0.283129,0.171210,0.372877,-0.001146,0
-0.008708,0.000406,0.266089,0.651720,1.000000,0.314579,0.179429,0.367679,-0.001178,4
-0.001855,0.000496,0.234407,0.483821,1.000000,0.383408,0.198688,0.363930,-0.000603,1
-0.001871,0.000532,0.235299,0.485822,1.000000,0.381715,0.197864,0.361680,-0.000567,1
-0.001905,0.000570,0.236284,0.488184,1.000000,0.379773,0.196966,0.360432,-0.000463,1
-0.001797,0.000614,0.236797,0.488189,1.000000,0.379374,0.196411,0.372093,-0.000320,1
-0.000900,0.000651,0.233769,0.473599,1.000000,0.389647,0.198703,0.398427,-0.000046,1
-0.000161,0.000667,0.231031,0.461653,1.000000,0.399237,0.200963,0.425880,0.000092,1
0.000207,0.000668,0.229522,0.455596,1.000000,0.404554,0.202284,0.453412,0.000079,1
0.000251,0.000661,0.229215,0.454633,1.000000,0.405451,0.202573,0.482195,0.000079,1
0.007836,0.000588,0.200694,0.355616,1.000000,0.563745,0.236319,0.505600,0.002970,1
0.008406,0.000265,0.192867,0.339368,1.000000,0.600215,0.247354,0.514229,-0.000082,1
0.008779,-0.000063,0.185632,0.325181,1.000000,0.632610,0.257717,0.530176,0.000039,1
0.008638,-0.000431,0.179147,0.314349,1.000000,0.650915,0.266343,0.547024,-0.000050,1
0.008862,-0.000787,0.171889,0.300807,1.000000,0.681110,0.276747,0.563190,-0.000001,1
0.008793,-0.001156,0.165170,0.289288,1.000000,0.701880,0.285807,0.578933,0.000028,1
0.008953,-0.001565,0.157146,0.274712,1.000000,0.733790,0.297294,0.595786,-0.000070,1
0.009101,-0.001961,0.149436,0.260776,1.000000,0.764910,0.308440,0.611619,0.000165,1
0.008794,-0.002398,0.141977,0.248663,1.000000,0.780030,0.317623,0.629481,-0.000219,1
0.003167,-0.002796,0.147267,0.278318,1.000000,0.621260,0.292879,0.646505,-0.002916,1
0.000113,-0.002874,0.153579,0.305367,1.000000,0.556180,0.278580,0.665652,-0.000412,1
-0.000416,-0.002877,0.154981,0.311141,1.000000,0.545885,0.276030,0.684438,-0.000415,1
-0.000863,-0.002849,0.156833,0.317508,1.000000,0.536245,0.273286,0.704848,-0.000281,1
-0.000961,-0.002803,0.158127,0.320721,1.000000,0.532500,0.271836,0.710676,-0.000151,1
-0.001138,-0.002751,0.159784,0.325188,1.000000,0.527095,0.269894,0.726162,-0.000134,1
-0.001124,-0.002691,0.161060,0.327693,1.000000,0.524885,0.268696,0.742152,-0.000035,1
-0.001087,-0.002630,0.162306,0.329993,1.000000,0.523010,0.267566,0.759181,0.000066,0
-0.001020,-0.002571,0.163402,0.331798,0.990010,0.521775,0.266631,0.753481,0.000004,0
-0.001025,-0.002511,0.164732,0.334524,0.919905,0.519210,0.265341,0.747324,-0.000011,3
-0.001052,-0.002456,0.166039,0.337359,0.855165,0.516405,0.264033,0.722681,-0.000002,3
-0.001058,-0.002401,0.167267,0.339895,0.792930,0.512270,0.262840,0.698090,-0.000004,3
-0.001087,-0.002344,0.168595,0.342783,0.729765,0.485896,0.261515,0.633876,-0.000005,3
-0.001221,-0.002297,0.170041,0.346613,0.676720,0.455506,0.259915,0.539567,-0.000141,3
-0.000353,-0.002260,0.168203,0.337294,0.640370,0.430556,0.263108,0.471428,0.000173,0
-0.000327,-0.002248,0.168395,1.000000,0.599565,0.403063,0.262962,0.467544,0.000006,1
-0.000310,-0.002237,0.168586,1.000000,0.559005,0.375759,0.262722,0.463057,0.000012,0
-0.000295,-0.002226,0.168762,1.000000,0.518850,0.348732,0.255377,0.458650,0.000005,1
-0.000286,-0.002216,0.168962,1.000000,0.476305,0.320120,0.240166,0.454694,0.000004,1
-0.000311,-0.002206,0.190169,1.000000,0.433836,0.291621,0.220806,0.452163,-0.000022,1
-0.000535,-0.002193,0.850400,0.774465,0.392435,0.264146,0.200219,0.459660,-0.000095,1
-0.000723,-0.002169,0.840380,0.683640,0.347555,0.234202,0.177623,0.470535,-0.000734,4
0.013494,-0.002380,0.487648,0.897305,0.412379,0.249635,0.179978,0.464599,0.000784,4
-0.001380,-0.002631,0.348066,0.813210,0.489182,0.264456,0.182160,0.459211,0.000787,0
-0.017634,-0.002240,0.268536,0.708785,0.849480,0.300721,0.192752,0.453615,0.000596,4
-0.006933,-0.001738,0.203629,0.473480,0.748925,0.404441,0.225658,0.448000,0.001437,0
-0.006177,-0.001520,0.205823,0.468972,0.706595,0.405744,0.224150,0.443220,0.000131,1
-0.006182,-0.001316,0.210783,0.480344,0.668015,0.398513,0.220171,0.439686,0.000208,1
-0.006184,-0.001098,0.216101,0.475611,0.627210,0.390788,0.215909,0.436000,0.000359,1
-0.000182,-0.000946,0.196153,0.392106,0.565975,0.659650,0.235627,0.437034,0.000318,6
0.002370,-0.000995,0.186600,0.357088,0.517535,0.608970,0.247909,0.441251,0.000720,1
0.002397,-0.001056,0.185240,0.348702,0.476223,0.562205,0.249419,0.445946,0.000970,1
0.002586,-0.001116,0.183409,0.327215,0.433991,0.514330,0.251658,0.450589,0.001220,1
0.002757,-0.001174,0.181685,0.302881,0.394118,0.468841,0.254043,0.455075,0.001488,1
0.002759,-0.001230,0.180519,0.276674,0.354423,0.423153,0.485602,0.459320,0.001695,1
0.002709,-0.001281,0.178832,0.248935,0.314823,0.377285,0.436306,0.455602,0.001770,0
0.002623,-0.001330,0.166864,0.218434,0.273144,0.328713,0.383643,0.450104,0.001877,0
0.002643,-0.001371,0.149482,0.189069,0.234344,0.283236,0.333854,0.444979,0.002015,0
-0.004868,-0.001343,0.135710,0.167177,0.204810,0.247456,0.293526,0.440279,0.001426,2
-0.019055,-0.000901,0.124887,0.151196,0.183452,0.221229,0.263419,0.436070,0.001517,2
-0.008237,-0.000491,0.118424,0.142224,0.171744,0.206905,0.246904,0.431746,0.003144,2
-0.046532,0.000223,0.158453,0.189878,0.226460,0.267259,0.311002,0.423610,-0.015348,0
-0.020365,0.001320,0.142346,0.168505,0.199797,0.235861,0.275828,0.419878,0.001252,0
0.011815,0.001467,0.119247,0.139763,0.165107,0.195544,0.230803,0.415953,0.002254,2
0.032663,0.000831,0.102162,0.119236,0.140802,0.167480,0.199442,0.411539,0.001661,2
0.053931,-0.000512,0.082303,0.095832,0.113375,0.135874,0.164015,0.406471,0.001532,2
0.033664,-0.002038,0.080056,0.095580,0.116119,0.142705,0.175766,0.398949,-0.001632,2
-0.032698,-0.002401,0.122363,0.151523,0.187262,0.228667,0.274171,0.384853,-0.029712,0
-0.032316,-0.001705,0.128333,0.157295,0.192486,0.233084,0.277664,0.380163,-0.001226,0
-0.005933,-0.001155,0.111218,0.134442,0.163617,0.198746,0.239024,0.377031,0.001605,2
0.012228,-0.001206,0.098526,0.118186,0.143415,0.174712,0.211790,0.373799,0.001518,2
0.028538,-0.001743,0.084964,0.101498,0.123189,0.150946,0.185008,0.370261,0.002980,2
-0.005145,-0.002148,0.102099,0.124904,0.154079,0.189695,0.230863,0.363581,-0.000152,2
-0.041237,-0.001387,0.139741,0.170638,0.207447,0.249147,0.294274,0.355847,-0.002869,0
-0.011700,-0.000651,0.119784,0.144262,0.174552,0.210482,0.251160,0.353090,0.000550,0
0.016537,-0.000717,0.099803,0.118882,0.143259,0.173472,0.209360,0.350021,0.001436,2
0.033363,-0.001326,0.085789,0.101781,0.122655,0.149317,0.182109,0.347004,0.001255,2
0.049639,-0.002348,0.070577,0.083541,0.100869,0.123781,0.153173,0.343976,0.001154,2
0.035399,-0.003475,0.067487,0.081684,0.101096,0.127115,0.160439,0.339679,0.004190,2
-0.035965,-0.003531,0.114454,0.144629,0.182003,0.225361,0.273699,0.328714,-0.004629,0
-0.025074,-0.002685,0.112861,0.140187,0.174330,0.214611,0.264048,0.324630,0.000142,0
-0.005538,-0.002306,0.100971,0.123814,0.153108,0.188920,0.235275,0.320817,0.001161,2
